4657.00976562   5090.85986328   5351.40039062
4672.71972656   5083.97021484   5334.10058594
4674.43017578   5073.03027344   5308.50000000
4661.33007812   5059.70996094   5285.50000000
4667.25976562   5083.18017578   5274.50000000
4672.91015625   5110.12988281   5274.90039062
4690.43994141   5125.93994141   5267.30078125
4705.75976562   5117.41015625   5286.50000000
4728.49023438   5124.06005859   5270.80078125
4739.64013672   5099.41992188   5258.80078125
4759.75976562   5108.80029297   5238.30078125
4778.75000000   5090.51025391   5223.10058594
4791.60986328   5077.04003906   5201.20019531
4816.00976562   5062.12011719   5203.10058594
4825.91992188   5036.78027344   5194.80078125
4835.62011719   5052.87988281   5216.00000000
4863.06005859   5057.49023438   5208.40039062
4856.00000000   5054.09033203   5183.40039062
4868.87011719   5052.24023438   5159.70019531
4875.25000000   5073.20019531   5146.30078125
4900.95996094   5078.80029297   5132.20019531
4925.70996094   5069.39013672   5144.40039062
4923.95996094   5075.32031250   5172.30078125
4901.12988281   5067.60986328   5185.90039062
4890.79003906   5087.93994141   5172.00000000
4887.60009766   5102.72021484   5151.70019531
4879.58984375   5100.41992188   5127.70019531
4885.57031250   5081.99023438   5104.50000000
4912.18017578   5073.62988281   5098.10058594
4905.45019531   5069.12988281   5072.90039062
4909.62011719   5081.59033203   5047.80078125
4913.14013672   5060.58007812   5030.70019531
4904.41992188   5032.56005859   5031.60058594
4883.16015625   5031.35986328   5013.60058594
4871.24023438   5053.41015625   5025.70019531
4872.10009766   5058.26025391   5000.30078125
4888.02001953   5036.09033203   4986.90039062
4879.85009766   5012.87988281   4975.50000000
4893.03027344   5024.75000000   4954.40039062
4903.31005859   5027.39990234   4927.70019531
4907.08007812   5050.64013672   4914.30078125
4918.27001953   5047.03027344   4888.00000000
4940.25000000   5046.00000000   4900.20019531
4945.75000000   5068.25000000   4914.80078125
4973.97998047   5065.93994141   4920.20019531
4963.25000000   5060.84033203   4949.80078125
4970.68994141   5074.87988281   4974.30078125
4979.62011719   5061.58007812   4996.70019531
4956.10009766   5049.39990234   5006.40039062
4961.87011719   5027.81005859   5018.40039062
4987.66015625   5016.09033203   5020.30078125
5000.00000000   5000.00000000   5000.00000000
5023.39013672   4989.62988281   5007.40039062
5048.56005859   4983.30029297   5023.90039062
5064.89990234   4967.54003906   5035.60058594
5049.35009766   4966.04003906   5059.20019531
5036.62988281   4949.68017578   5078.00000000
5020.00000000   4929.31005859   5069.30078125
5025.49023438   4950.60009766   5051.10058594
5002.77001953   4948.45996094   5033.60058594
4982.27001953   4933.62011719   5019.10058594
4978.22998047   4906.28027344   5026.50000000
4995.60009766   4885.72021484   5041.10058594
5019.97998047   4869.10009766   5036.70019531
5024.45996094   4848.06005859   5021.40039062
5021.43017578   4841.81005859   4993.80078125
5019.33007812   4844.77001953   4967.00000000
5016.96972656   4825.31005859   4948.50000000
5013.91992188   4800.74023438   4935.60058594
5016.24023438   4780.07031250   4915.10058594
5000.54980469   4770.45019531   4935.70019531
4997.35009766   4768.78027344   4964.70019531
4994.85986328   4795.74023438   4967.00000000
4985.95019531   4816.08007812   4985.80078125
4988.87988281   4810.16015625   5012.30078125
4999.41992188   4787.50000000   5012.40039062
5014.78027344   4793.58007812   4991.50000000
5013.75976562   4816.50000000   4975.00000000
4999.08984375   4834.89990234   4990.10058594
4995.50000000   4852.60986328   4965.90039062
4967.18017578   4848.81005859   4965.70019531
4953.89013672   4853.97998047   4941.50000000
4929.99023438   4846.91015625   4932.20019531
4921.87988281   4841.35986328   4909.10058594
4927.46972656   4836.81005859   4884.60058594
4914.54003906   4853.16015625   4866.10058594
4894.45996094   4858.93017578   4844.70019531
4869.00976562   4855.06005859   4835.80078125
4861.32031250   4830.45996094   4836.40039062
4841.39013672   4835.06005859   4816.10058594
4844.91015625   4859.99023438   4818.80078125
4828.33007812   4851.93994141   4838.00000000
4833.45019531   4879.18017578   4833.20019531
4806.29003906   4873.33007812   4840.60058594
4797.24023438   4860.81005859   4862.40039062
4787.72998047   4839.08007812   4854.80078125
4776.04003906   4842.53027344   4883.10058594
4780.03027344   4817.82031250   4899.90039062
4782.07031250   4833.87011719   4921.90039062
4779.50976562   4846.41015625   4944.90039062
4797.78027344   4834.79003906   4959.00000000
4814.10986328   4812.62011719   4961.00000000
4823.31005859   4803.84033203   4986.20019531
4829.12011719   4817.56005859   5010.30078125
4853.45019531   4807.52001953   5002.30078125
4876.81005859   4792.45996094   5003.80078125
4868.14990234   4767.75000000   5005.60058594
4841.87988281   4763.26025391   5001.80078125
4820.03027344   4763.49023438   5015.50000000
4804.57031250   4754.64013672   4994.00000000
4805.89990234   4747.28027344   4968.50000000
4794.33007812   4738.74023438   4946.30078125
4772.07031250   4754.43994141   4941.60058594
4789.45019531   4767.24023438   4927.50000000
4811.91992188   4778.62988281   4918.60058594
4837.82031250   4782.43994141   4913.20019531
4836.66992188   4807.09033203   4899.40039062
4860.58984375   4806.31005859   4914.50000000
4877.85986328   4799.37988281   4897.60058594
4902.47998047   4803.81005859   4888.00000000
4922.29980469   4783.85986328   4890.90039062
4940.60009766   4783.12988281   4909.60058594
4957.78027344   4766.22021484   4922.80078125
4959.29980469   4741.22998047   4931.60058594
4951.96972656   4731.33007812   4910.70019531
4961.03027344   4707.37011719   4898.50000000
4961.22998047   4686.31005859   4880.40039062
4970.95996094   4693.79003906   4857.40039062
4965.60009766   4693.37988281   4830.50000000
4981.83984375   4713.45019531   4833.80078125
4967.02001953   4727.70996094   4847.90039062
4962.29003906   4753.18994141   4859.80078125
4981.37011719   4766.01025391   4873.60058594
4995.68994141   4741.12011719   4866.70019531
5008.16992188   4728.77001953   4847.60058594
5020.28027344   4708.68017578   4860.70019531
5026.58984375   4714.97021484   4833.90039062
5036.50976562   4689.68017578   4821.40039062
5033.10986328   4672.14013672   4802.40039062
5015.37988281   4652.14990234   4804.60058594
4986.79003906   4645.25000000   4806.80078125
4985.31005859   4624.57031250   4823.90039062
5009.83007812   4627.35009766   4836.80078125
5028.07031250   4626.70996094   4857.10058594
5004.25976562   4614.85009766   4864.90039062
4984.16992188   4604.60986328   4877.10058594
4978.22998047   4579.55029297   4861.20019531
4954.06005859   4576.83007812   4869.20019531
4933.04003906   4559.12011719   4877.20019531
4937.60009766   4555.39013672   4903.60058594
4943.27001953   4572.28027344   4922.20019531
4967.68994141   4567.60009766   4921.70019531
4992.79003906   4557.26025391   4921.90039062
5011.41015625   4541.31005859   4909.00000000
5033.70996094   4542.89013672   4922.70019531
5054.37011719   4531.66015625   4935.50000000
5053.20996094   4502.20019531   4938.00000000
5038.57031250   4490.41015625   4918.40039062
5020.91015625   4495.05029297   4933.20019531
5005.97998047   4495.09033203   4956.10058594
5011.60009766   4471.34033203   4946.60058594
5011.03027344   4443.28027344   4939.80078125
4987.22998047   4453.05029297   4946.40039062
4987.35009766   4441.10009766   4971.50000000
4996.45019531   4445.59033203   4991.50000000
5000.87988281   4468.56005859   4999.80078125
5004.08007812   4489.33007812   5017.50000000
5019.52001953   4492.66015625   5041.30078125
5024.22998047   4509.64990234   5020.90039062
5031.41015625   4534.64013672   5020.00000000
5045.81005859   4558.58007812   5019.30078125
5047.50976562   4584.02001953   5028.60058594
5043.50000000   4596.93994141   5003.20019531
5052.04980469   4605.66015625   4978.70019531
5064.97998047   4610.85009766   4954.30078125
5079.85009766   4615.06005859   4930.70019531
5085.68994141   4635.75000000   4915.70019531
5108.89013672   4646.52001953   4906.40039062
5134.49023438   4650.43017578   4905.90039062
5158.95019531   4646.89990234   4901.50000000
5175.00976562   4644.79003906   4879.20019531
5190.52001953   4666.74023438   4878.00000000
5178.79003906   4690.53027344   4888.40039062
5154.39013672   4676.47998047   4890.50000000
5130.95019531   4687.47998047   4888.00000000
5111.79980469   4695.43017578   4872.60058594
5084.91015625   4711.06005859   4872.20019531
5105.12988281   4731.58007812   4862.40039062
5117.75976562   4756.10009766   4870.00000000
5098.25976562   4777.97021484   4871.80078125
5085.70019531   4798.14990234   4860.40039062
5075.57031250   4772.12988281   4858.10058594
5052.14013672   4758.06005859   4854.40039062
5046.62011719   4742.89013672   4874.30078125
5055.08007812   4763.12011719   4887.50000000
5035.37988281   4780.64990234   4895.40039062
5035.10986328   4804.08007812   4903.60058594
5017.04003906   4823.60986328   4905.70019531
5002.58984375   4846.39990234   4892.40039062
5021.03027344   4864.05029297   4903.30078125
5046.41992188   4864.24023438   4903.20019531
5050.45019531   4838.00000000   4906.80078125
